,task_type,number_of_peoples,estimated_time_in_minutes
5820,2,9,309
5821,3,5,1825
5822,1,10,1388
5823,4,7,2788
5824,3,1,27371
5825,4,7,3860
5826,4,10,5019
5827,4,8,7518
5828,1,4,3577
5829,1,10,1118
5830,1,2,1074
5831,2,1,18421
5832,2,6,2251
5833,1,7,840
5834,1,9,905
5835,3,5,2818
5836,4,2,27506
5837,3,5,5826
5838,2,7,2912
5839,1,10,2028
5840,4,9,5153
5841,4,8,7311
5842,3,5,5141
5843,3,9,1115
5844,2,8,3244
5845,3,1,9396
5846,2,6,3474
5847,2,9,521
5848,4,9,867
5849,1,4,5345
5850,2,10,1585
5851,4,7,7662
5852,1,4,208
5853,3,9,325
5854,4,8,3285
5855,1,2,4056
5856,4,9,1198
5857,4,7,6942
5858,1,3,6966
5859,2,7,887
5860,4,1,19394
5861,3,1,23056
5862,4,3,7209
5863,2,9,308
5864,3,2,19237
5865,3,1,32095
5866,2,1,8959
5867,3,2,26438
5868,4,7,12021
5869,1,4,627
5870,4,3,1537
5871,1,9,679
5872,3,6,7472
5873,2,8,565
5874,2,1,1543
5875,4,3,9079
5876,4,8,6945
5877,3,7,669
5878,4,2,38298
5879,2,8,1016
5880,2,6,878
5881,4,9,627
5882,3,1,48980
5883,1,10,1769
5884,3,1,29238
5885,1,5,1250
5886,2,8,1190
5887,3,6,5547
5888,3,1,3518
5889,1,4,730
5890,4,5,12111
5891,4,5,2030
5892,2,6,3621
5893,1,4,317
5894,3,9,439
5895,1,1,675
5896,1,2,7779
5897,4,6,11167
5898,4,6,7346
5899,3,8,1726
5900,1,2,1462
5901,4,7,10040
5902,2,10,2652
5903,1,7,2710
5904,2,9,310
5905,2,9,848
5906,3,9,4592
5907,3,7,4335
5908,3,8,301
5909,4,10,7618
5910,2,1,23158
5911,4,1,73793
5912,4,4,15555
5913,4,1,61352
5914,1,3,4561
5915,3,7,439
5916,3,3,13898
5917,2,8,2589
5918,4,3,13414
5919,3,1,43750
5920,3,8,3083
5921,3,3,12340
5922,3,2,14510
5923,3,5,1375
5924,2,3,8253
5925,4,4,19071
5926,4,4,7080
5927,1,10,162
5928,2,4,754
5929,1,2,1422
5930,4,8,1272
5931,1,9,1259
5932,1,7,2395
5933,2,9,1169
5934,3,6,4388
5935,2,3,4797
5936,1,6,2822
5937,4,8,11133
5938,3,8,2438
5939,1,5,960
5940,2,9,855
5941,3,10,986
5942,3,4,9294
5943,4,7,11421
5944,1,5,631
5945,3,3,10658
5946,2,6,1048
5947,1,1,4515
5948,2,6,1159
5949,3,6,279
5950,3,8,2648
5951,2,10,567
5952,1,1,7875
5953,2,8,1090
5954,4,3,10588
5955,1,8,1938
5956,3,2,2591
5957,3,6,5135
5958,2,1,16004
5959,1,10,1909
5960,3,7,1367
5961,2,9,2826
5962,3,3,771
5963,3,2,14935
5964,4,9,2885
5965,2,4,844
5966,4,10,771
5967,1,8,1791
5968,3,1,1979
5969,3,6,6324
5970,3,8,3273
5971,4,3,6986
5972,3,10,312
5973,2,9,1347
5974,1,8,1867
5975,3,5,6850
5976,3,1,30747
5977,3,1,28222
5978,1,2,1534
5979,3,3,3792
5980,3,3,1777
5981,3,8,4267
5982,1,1,9204
5983,4,1,72475
5984,3,5,249
5985,1,3,4147
5986,4,1,46481
5987,2,9,515
5988,3,3,12362
5989,1,5,1025
5990,2,8,1126
5991,3,2,5184
5992,1,7,2451
5993,1,8,655
5994,4,4,15607
5995,3,9,542
5996,2,3,5406
5997,3,6,1007
5998,2,1,26577
5999,3,10,1515
6000,1,2,1187
6001,2,8,700
6002,4,2,2293
6003,1,8,726
6004,4,4,14073
6005,1,7,950
6006,1,7,3443
6007,2,5,3535
6008,4,8,6759
6009,1,5,4114
6010,4,9,7110
6011,1,9,1631
6012,4,4,4546
6013,2,1,10490
6014,4,6,11423
6015,1,8,2629
6016,3,4,796
6017,4,8,10075
6018,1,1,22167
6019,2,1,18476
6020,3,7,1954
6021,3,2,11905
6022,3,1,28131
6023,4,9,2749
6024,1,4,3872
6025,2,6,3783
6026,1,7,388
6027,4,2,8691
6028,2,10,1554
6029,1,8,656
6030,1,8,2049
6031,1,10,1543
6032,3,6,5130
6033,3,6,6250
6034,3,4,2523
6035,1,10,268
6036,3,3,1276
6037,2,6,4551
6038,4,5,849
6039,4,5,9355
6040,3,1,21452
6041,3,7,7765
6042,1,8,328
6043,4,8,2456
6044,4,1,69044
6045,3,7,228
6046,1,8,1689
6047,2,7,3543
6048,4,5,10452
6049,1,7,367
6050,2,8,380
6051,1,10,1935
6052,2,6,1351
6053,2,3,924
6054,3,3,598
6055,3,6,4997
6056,1,6,3181
6057,2,10,3008
6058,2,6,3896
6059,3,9,2171
6060,3,3,3970
6061,2,9,2111
6062,1,3,2811
6063,2,7,1215
6064,3,2,11065
6065,4,10,5500
6066,3,3,3094
6067,2,3,8536
6068,2,9,2567
6069,3,3,8896
6070,4,7,3857
6071,1,10,2036
6072,2,2,10940
6073,1,6,944
6074,4,8,6984
6075,3,8,3490
6076,4,8,11341
6077,3,4,714
6078,1,4,3853
6079,2,6,5292
6080,2,4,931
6081,1,2,1377
6082,3,7,387
6083,3,10,845
6084,3,10,584
6085,4,8,765
6086,2,5,3904
6087,3,5,847
6088,3,9,905
6089,2,10,1789
6090,4,4,5254
6091,4,9,6033
6092,1,8,2911
6093,3,4,5904
6094,1,6,2340
6095,1,2,1149
6096,2,9,2111
6097,1,9,276
6098,1,6,1215
6099,4,2,20081
6100,3,10,946
6101,2,10,2301
6102,4,6,1035
6103,1,9,1162
6104,4,3,11668
6105,4,7,9825
6106,4,7,6020
6107,3,9,4615
6108,1,4,3167
6109,2,1,13044
6110,3,8,1873
6111,3,7,3721
6112,2,9,1948
6113,2,5,921
6114,2,8,2569
6115,1,3,5886
6116,3,10,2599
6117,2,2,7064
6118,1,3,4283
6119,1,3,1274
6120,2,3,2939
6121,2,5,2696
6122,1,3,1578
6123,2,3,1133
6124,2,2,8958
6125,3,8,749
6126,3,7,4628
6127,3,10,548
6128,4,5,11044
6129,1,1,17264
6130,2,3,144
6131,2,5,343
6132,2,7,690
6133,3,1,12564
6134,2,3,4510
6135,2,4,788
6136,3,10,1024
6137,1,2,401
6138,4,5,4351
6139,2,7,2152
6140,4,1,72470
6141,1,5,1328
6142,2,2,13848
6143,4,6,6846
6144,2,9,3712
6145,1,1,17137
6146,4,8,3421
6147,4,3,3894
6148,4,5,1799
6149,4,2,3299
6150,4,4,2453
6151,2,2,2023
6152,3,10,3299
6153,1,4,5368
6154,1,5,4427
6155,3,2,18191
6156,4,9,8598
6157,1,5,407
6158,2,4,850
6159,4,8,217
6160,2,8,2465
6161,3,4,3497
6162,3,8,1690
6163,4,4,13860
6164,4,7,3079
6165,3,10,1411
6166,2,8,429
6167,2,3,5728
6168,3,8,1746
6169,4,4,432
6170,3,9,285
6171,4,6,8551
6172,3,9,437
6173,2,7,4465
6174,1,3,1535
6175,2,3,4308
6176,2,2,3717
6177,4,3,18691
6178,3,3,1641
6179,1,2,2727
6180,3,7,1485
6181,3,1,3877
6182,2,4,5235
6183,3,3,10121
6184,4,5,9634
6185,1,7,2324
6186,3,1,9121
6187,3,3,2369
6188,1,8,520
6189,1,4,815
6190,3,7,352
6191,2,7,3304
6192,3,7,1683
6193,3,8,2009
6194,2,2,12125
6195,2,1,1403
6196,1,3,5091
6197,1,10,1866
6198,1,3,5108
6199,3,3,836
6200,1,2,8552
6201,4,7,2829
6202,1,3,6177
6203,4,1,25678
6204,3,4,822
6205,4,9,10471
6206,4,1,18172
6207,4,6,10183
6208,2,8,978
6209,4,10,7489
6210,1,1,4286
6211,3,10,1186
6212,4,1,70726
6213,2,8,292
6214,4,9,7484
6215,4,4,399
6216,2,2,15610
6217,1,2,1676
6218,3,3,13724
6219,1,3,454
6220,2,4,2033
6221,1,5,457
6222,1,4,2835
6223,3,4,907
6224,2,5,910
6225,4,7,1444
6226,2,3,1922
6227,4,3,1826
6228,2,2,1632
6229,2,8,2790
6230,3,3,3734
6231,4,8,5856
6232,3,10,5127
6233,2,7,4252
6234,2,10,1198
6235,1,2,874
6236,2,7,2163
6237,2,9,314
6238,1,7,559
6239,2,3,2156
6240,4,10,6198
6241,3,4,742
6242,4,4,5014
6243,4,6,6579
6244,1,3,507
6245,2,3,9568
6246,3,6,1769
6247,1,6,2184
6248,2,8,2053
6249,1,3,299
6250,4,8,9284
6251,3,7,1676
6252,2,4,1918
6253,4,8,3104
6254,1,3,815
6255,2,2,2795
6256,2,9,1802
6257,4,8,155
6258,3,4,1321
6259,2,10,918
6260,4,3,13370
6261,1,4,756
6262,1,10,1171
6263,3,9,3197
6264,3,4,6030
6265,2,7,2777
6266,2,3,859
6267,3,2,14731
6268,3,5,360
6269,2,2,11614
6270,4,2,34356
6271,4,8,6975
6272,1,8,809
6273,2,1,8103
6274,2,5,3557
6275,1,1,6034
6276,1,10,1287
6277,1,6,968
6278,4,10,8843
6279,2,4,825
6280,2,1,17635
6281,4,10,982
6282,3,4,3091
6283,4,5,3386
6284,3,10,1491
6285,2,5,5577
6286,2,3,1267
6287,1,5,2531
6288,4,10,7731
6289,3,3,3736
6290,4,7,6880
6291,2,9,2630
6292,1,3,3863
6293,4,7,6358
6294,1,8,2092
6295,1,2,6821
6296,3,9,4945
6297,2,7,1834
6298,3,1,23959
6299,2,9,2863
6300,4,8,1815
6301,1,9,567
6302,3,5,8087
6303,1,4,4153
6304,4,2,10848
6305,3,6,1414
6306,2,4,1164
6307,4,6,8911
6308,3,3,9996
6309,2,3,5862
6310,3,3,5841
6311,3,6,2226
6312,3,8,3925
6313,3,3,10322
6314,2,9,2278
6315,4,4,3861
6316,1,1,2358
6317,2,1,20329
6318,2,9,179
6319,3,10,2227
6320,4,2,28211
6321,1,8,1067
6322,4,10,997
6323,4,4,191
6324,3,4,10447
6325,1,3,5805
6326,3,1,18064
6327,1,9,280
6328,3,4,530
6329,4,6,9180
6330,3,7,358
6331,2,5,1662
6332,2,1,10153
6333,4,1,3719
6334,3,10,5187
6335,3,6,4703
6336,4,1,95340
6337,3,7,1584
6338,4,9,1124
6339,4,9,6734
6340,1,7,250
6341,2,8,2210
6342,2,4,5359
6343,4,10,5936
6344,1,1,17090
6345,4,6,11026
6346,1,3,4332
6347,3,10,3244
6348,4,8,5394
6349,2,10,2944
6350,3,7,2435
6351,1,9,1154
6352,4,10,743
6353,3,4,3283
6354,2,4,1865
6355,4,4,7869
6356,2,3,3181
6357,2,6,938
6358,2,3,3628
6359,2,1,18085
6360,4,8,2647
6361,2,9,1669
6362,3,6,4229
6363,1,1,12811
6364,4,6,10577
6365,1,2,1587
6366,2,5,3232
6367,4,6,9930
6368,4,1,39531
6369,3,10,926
6370,1,8,2005
6371,4,1,18673
6372,2,10,588
6373,1,3,634
6374,3,5,946
6375,1,8,226
6376,2,6,1000
6377,3,10,4045
6378,2,1,13960
6379,3,6,1589
6380,1,4,775
6381,2,3,2425
6382,4,9,2908
6383,1,3,1911
6384,2,9,1919
6385,1,7,1280
6386,1,4,1565
6387,3,1,1454
6388,3,6,2675
6389,1,10,1777
6390,3,2,8867
6391,3,6,6073
6392,4,8,318
6393,3,1,7184
6394,1,6,1213
6395,4,6,2488
6396,2,8,2052
6397,4,6,2744
6398,4,2,26951
6399,1,6,471
6400,3,10,3018
6401,2,5,4665
6402,2,1,13530
6403,2,5,762
6404,3,7,4906
6405,3,7,2265
6406,1,9,537
6407,4,10,2163
6408,2,8,2947
6409,3,10,1015
6410,2,7,3871
6411,2,4,5017
6412,3,5,6045
6413,2,2,8739
6414,3,3,9600
6415,1,7,3098
6416,2,3,9065
6417,3,9,524
6418,2,7,1411
6419,2,5,3007
6420,4,4,17288
6421,3,5,5923
6422,4,5,10889
6423,3,9,1267
6424,2,8,4098
6425,2,8,365
6426,4,7,9435
6427,2,10,389
6428,4,6,10023
6429,4,4,6088
6430,3,1,5221
6431,1,6,566
6432,1,8,226
6433,4,2,4774
6434,2,2,3990
6435,3,3,15064
6436,3,4,1261
6437,1,9,842
6438,2,4,5673
6439,2,6,902
6440,4,6,9210
6441,1,5,1225
6442,2,3,1198
6443,1,10,1638
6444,4,1,21819
6445,4,10,4469
6446,1,1,15712
6447,1,8,1713
6448,1,3,176
6449,2,9,434
6450,4,2,20497
6451,3,2,3170
6452,2,7,2985
6453,1,5,498
6454,2,1,17854
6455,3,1,32623
6456,2,6,1334
6457,2,8,2589
6458,4,4,13789
6459,4,4,5242
6460,1,5,3545
6461,4,4,13825
6462,4,3,190
6463,3,9,1423
6464,4,3,6788
6465,3,4,9741
6466,1,7,282
6467,3,7,3113
6468,2,9,241
6469,3,6,4700
6470,3,2,2334
6471,4,6,454
6472,2,10,2495
6473,2,7,144
6474,2,3,6007
6475,3,10,129
6476,4,9,7152
6477,4,2,11067
6478,2,6,2238
6479,3,9,3029
6480,1,8,2251
6481,3,9,3478
6482,3,9,652
6483,3,9,2626
6484,2,10,384
6485,1,1,723
6486,4,9,5118
6487,3,5,5322
6488,4,3,20936
6489,2,6,3053
6490,4,3,12115
6491,4,10,248
6492,2,1,19824
6493,1,4,1867
6494,4,2,39377
6495,2,5,3907
6496,2,3,273
6497,4,10,270
6498,4,1,10787
6499,2,1,18007
6500,2,4,1311
6501,2,6,2319
6502,1,9,695
6503,4,8,2890
6504,4,9,8978
6505,4,5,7692
6506,3,3,9081
6507,4,5,3486
6508,3,8,3939
6509,4,10,1194
6510,2,6,892
6511,3,6,451
6512,1,3,6393
6513,1,7,2541
6514,4,10,2607
6515,4,7,442
6516,4,7,803
6517,2,2,253
6518,2,7,2703
6519,2,1,15582
6520,2,1,17702
6521,4,10,947
6522,2,1,15377
6523,3,1,14810
6524,2,8,2613
6525,2,1,20608
6526,4,4,771
6527,1,4,2889
6528,3,10,946
6529,2,4,4680
6530,1,2,7758
6531,2,4,5622
6532,4,8,3358
6533,4,1,14015
6534,1,9,1639
6535,1,4,5941
6536,4,7,2112
6537,4,5,3892
6538,3,4,359
6539,4,10,2819
6540,2,2,10232
6541,4,2,15331
6542,3,5,784
6543,3,1,15097
6544,4,7,210
6545,4,4,10018
6546,2,3,2021
6547,3,8,1853
6548,2,6,3479
6549,3,6,5079
6550,1,7,2309
6551,2,10,2688
6552,2,8,1796
6553,3,2,3505
6554,4,8,8552
6555,1,1,23437
6556,3,1,28240
6557,3,2,5398
6558,3,1,11330
6559,2,10,3075
6560,3,8,160
6561,2,7,1181
6562,1,5,2925
6563,4,7,5266
6564,2,8,528
6565,4,1,3990
6566,1,1,2191
6567,2,6,5348
6568,3,7,5830
6569,2,9,1178
6570,4,7,406
6571,4,2,564
6572,2,6,3086
6573,1,10,1642
6574,4,2,8581
6575,2,8,285
6576,2,9,2601
6577,1,8,1472
6578,3,5,9091
6579,4,2,18145
6580,1,4,4724
6581,1,8,2616
6582,2,10,860
6583,4,7,10208
6584,3,7,777
6585,3,8,1200
6586,2,7,2442
6587,4,7,5680
6588,3,8,3073
6589,3,3,11476
6590,1,8,805
6591,2,2,1210
6592,2,1,2771
6593,1,5,3362
6594,4,7,8806
6595,1,5,3122
6596,1,9,1574
6597,3,8,1484
6598,4,9,7329
6599,3,1,11298
6600,2,10,1374
6601,2,2,973
6602,3,6,3807
6603,1,6,1321
6604,1,5,1363
6605,2,4,5184
6606,3,5,1363
6607,3,3,1199
6608,4,4,16439
6609,3,1,32795
6610,1,2,5709
6611,1,2,1266
6612,1,1,20655
6613,2,3,1082
6614,1,3,3893
6615,2,8,105
6616,2,5,1386
6617,3,3,11087
6618,3,6,779
6619,4,2,11602
6620,1,10,192
6621,1,10,1741
6622,3,6,493
6623,4,7,1326
6624,3,4,2924
6625,3,8,3311
6626,4,9,326
6627,2,7,1049
6628,4,10,2982
6629,3,10,271
6630,1,1,16979
6631,1,1,2059
6632,2,6,1847
6633,2,3,2282
6634,2,5,706
6635,3,6,1528
6636,2,8,1994
6637,2,1,8698
6638,1,7,516
6639,1,1,723
6640,4,1,14738
6641,3,2,14191
6642,1,2,4772
6643,1,1,23306
6644,3,5,1281
6645,4,9,8128
6646,2,9,1757
6647,4,10,5239
6648,2,7,2911
6649,3,3,3288
6650,2,10,130
6651,1,9,190
6652,2,9,3550
6653,4,8,8658
6654,1,7,710
6655,4,9,1069
6656,4,2,4134
6657,2,5,2204
6658,2,7,2684
6659,3,9,307
6660,4,2,16554
6661,1,7,2126
6662,1,4,563
6663,4,4,12278
6664,2,9,2075
6665,3,7,2986
6666,4,7,218
6667,4,6,9663
6668,2,10,2011
6669,2,6,286
6670,3,9,934
6671,4,5,14123
6672,2,6,2844
6673,3,1,1698
6674,4,3,10122
6675,1,5,1450
6676,3,1,27745
6677,3,8,1395
6678,4,6,4122
6679,1,3,1560
6680,4,8,148
6681,2,6,3455
6682,1,7,1524
6683,1,7,799
6684,2,3,7594
6685,3,3,1899
6686,4,7,4027
6687,3,1,10979
6688,3,9,3282
6689,2,2,276
6690,2,3,651
6691,3,8,203
6692,2,6,1660
6693,1,3,6058
6694,4,4,1005
6695,4,10,5004
6696,2,1,8223
6697,1,6,338
6698,3,10,2420
6699,3,1,5381
6700,2,2,4301
6701,4,6,10099
6702,3,2,1244
6703,4,10,2070
6704,1,9,2664
6705,4,4,6433
6706,2,7,1172
6707,4,2,19448
6708,1,6,2305
6709,3,7,4477
6710,4,9,1304
6711,3,1,28471
6712,2,3,8082
6713,4,3,6888
6714,3,4,212
6715,2,7,217
6716,1,6,1118
6717,3,3,12772
6718,2,3,4936
6719,2,9,3030
6720,1,1,21423
6721,2,8,428
6722,1,5,3957
6723,2,2,9318
6724,4,7,576
6725,2,8,1271
6726,1,6,335
6727,1,7,207
6728,4,6,2413
6729,3,7,899
6730,1,5,1482
6731,4,9,6397
6732,4,2,29896
6733,2,8,987
6734,3,9,1047
6735,1,9,703
6736,2,8,440
6737,2,4,5455
6738,2,8,2074
6739,3,3,12404
6740,1,2,2236
6741,3,7,477
6742,4,3,23979
6743,4,10,3751
6744,2,4,2042
6745,3,9,534
6746,4,5,10307
6747,1,6,433
6748,1,2,5883
6749,2,2,5143
6750,1,10,1474
6751,2,1,2513
6752,1,6,3096
6753,4,1,161
6754,2,7,424
6755,1,3,1219
6756,4,4,18596
6757,2,1,17594
6758,4,2,2887
6759,4,2,43432
6760,1,5,349
6761,2,6,3782
6762,2,10,496
6763,3,6,4537
6764,2,4,4154
6765,1,1,4501
6766,3,4,9702
6767,3,4,6984
6768,2,6,3249
6769,2,5,1929
6770,1,4,1410
6771,3,9,1080
6772,3,4,2075
6773,3,8,4191
6774,1,9,1454
6775,3,5,3635
6776,2,1,16466
6777,1,1,5312
6778,3,4,10152
6779,2,1,17522
6780,3,3,8920
6781,3,1,16022
6782,3,1,10521
6783,2,1,3014
6784,4,10,1996
6785,2,8,2454
6786,1,5,197
6787,1,6,2305
6788,3,4,6009
6789,1,3,5434
6790,3,4,11027
6791,4,7,3724
6792,2,3,3072
6793,1,9,269
6794,1,9,483
6795,2,7,896
6796,1,1,17660
6797,2,9,2361
6798,4,3,8218
6799,1,9,2860
6800,1,7,1985
6801,3,1,23331
6802,2,8,1056
6803,4,10,7791
6804,1,10,654
6805,1,6,334
6806,4,10,8761
6807,4,10,8411
6808,4,6,6652
6809,1,8,389
6810,2,1,21359
6811,4,3,765
6812,1,7,239
6813,3,10,2298
6814,2,10,2527
6815,1,6,3190
6816,2,6,520
6817,2,5,4988
6818,1,4,4165
6819,4,8,1857
6820,2,7,1284
6821,3,9,1469
6822,4,2,35285
6823,4,10,1654
6824,1,6,3364
6825,2,5,4562
6826,4,9,6931
6827,1,2,6436
6828,2,10,191
6829,3,5,7457
6830,4,5,10882
6831,4,9,10033
6832,2,5,5492
6833,3,10,649
6834,4,1,61663
6835,3,9,1172
6836,3,10,2445
6837,1,1,15528
6838,4,4,4889
6839,3,7,3180
6840,1,8,787
6841,2,2,2837
6842,3,8,312
6843,4,9,3089
6844,3,10,750
6845,4,5,7922
6846,1,1,15576
6847,1,10,689
6848,2,1,2073
6849,1,7,2080
6850,4,7,9227
6851,3,9,1373
6852,1,10,173
6853,1,4,4663
6854,4,2,25623
6855,4,3,23797
6856,4,9,9682
6857,2,5,4579
6858,1,2,2927
6859,3,3,2132
6860,3,3,1718
6861,4,2,8126
6862,4,3,5610
6863,2,5,1825
6864,4,3,23636
6865,2,10,425
6866,4,6,11512
6867,3,5,4410
6868,2,4,7506
6869,3,6,4223
6870,2,10,2616
6871,4,9,1098
6872,4,3,22496
6873,2,5,1239
6874,3,9,2546
6875,1,4,2125
6876,2,6,3522
6877,1,7,174
6878,3,9,3533
6879,2,8,1104
6880,2,10,2487
6881,1,8,237
6882,1,4,1407
6883,2,9,347
6884,3,9,2904
6885,4,8,6491
6886,4,9,465
6887,4,4,6352
6888,3,5,101
6889,1,6,3398
6890,3,3,3397
6891,4,5,10746
6892,4,4,19949
6893,1,10,179
6894,4,10,7720
6895,3,5,5139
6896,4,1,64724
6897,2,5,1310
6898,3,7,6575
6899,4,6,2526
6900,1,10,1062
6901,3,8,672
6902,1,2,1071
6903,1,7,861
6904,2,1,9370
6905,1,7,280
6906,1,6,353
6907,1,8,2530
6908,2,7,2198
6909,1,3,779
6910,4,1,12575
6911,4,1,14933
6912,4,10,280
6913,1,2,9575
6914,1,3,6382
6915,1,4,1641
6916,3,8,4447
6917,4,1,18138
6918,3,5,8902
6919,3,1,3471
6920,4,8,86
6921,2,3,6827
6922,1,6,2077
6923,4,7,1959
6924,1,5,297
6925,1,4,3343
6926,3,6,209
6927,1,2,3073
6928,3,2,4239
6929,1,10,472
6930,2,8,1336
6931,3,4,455
6932,3,6,841
6933,1,1,5318
6934,1,9,1827
6935,2,9,481
6936,3,6,3927
6937,3,7,5419
6938,1,2,1189
6939,1,5,1172
6940,3,4,10489
6941,1,6,3039
6942,3,5,2157
6943,1,7,1941
6944,1,4,2932
6945,2,10,3435
6946,4,2,4599
6947,3,3,10343
6948,2,7,2893
6949,3,8,211
6950,3,2,7717
6951,4,10,215
6952,1,8,1386
6953,3,10,1053
6954,3,4,3655
6955,2,7,218
6956,1,9,691
6957,2,2,2000
6958,2,7,3745
6959,4,8,7902
6960,3,8,684
6961,3,9,4183
6962,2,8,469
6963,2,3,5438
6964,4,2,10361
6965,4,5,15307
6966,3,9,601
6967,1,10,158
6968,4,2,23283
6969,3,2,17199
6970,1,10,95
6971,1,1,17203
6972,4,9,933
6973,4,2,41465
6974,3,4,9781
6975,2,3,416
6976,2,8,1112
6977,4,8,7657
6978,4,1,33443
6979,1,8,748
6980,2,6,1719
6981,3,3,1936
6982,4,5,7128
6983,3,2,1726
6984,1,5,138
6985,1,7,1880
6986,4,1,20281
6987,1,5,910
6988,3,9,3434
6989,3,4,5806
6990,4,4,5447
6991,2,10,568
6992,3,9,4712
6993,4,1,57547
6994,4,9,5343
6995,1,1,6725
6996,2,8,212
6997,3,9,798
6998,4,5,3650
6999,2,10,864
7000,3,1,5629
7001,2,10,2084
7002,3,7,1625
7003,3,3,12423
7004,4,2,28069
7005,3,7,5293
7006,1,8,301
7007,4,2,44875
7008,2,1,7895
7009,4,7,6885
7010,3,3,8524
7011,4,9,4612
7012,3,9,2386
7013,1,2,691
7014,2,4,2169
7015,3,2,17743
7016,4,7,6524
7017,2,7,953
7018,2,1,20406
7019,4,10,5812
7020,4,4,6101
7021,3,7,813
7022,4,4,13915
7023,1,5,1112
7024,2,4,5027
7025,4,10,6019
7026,4,2,6239
7027,3,6,5973
7028,2,7,997
7029,1,6,2886
7030,1,4,4136
7031,3,3,394
7032,3,7,4303
7033,4,1,7038
7034,4,6,11437
7035,3,4,11552
7036,1,8,323
7037,2,8,1632
7038,1,5,403
7039,3,9,1778
7040,2,7,1101
7041,2,5,1306
7042,3,2,4366
7043,3,3,10843
7044,1,6,621
7045,4,3,21691
7046,1,9,1704
7047,4,10,7024
7048,3,2,1534
7049,2,7,1087
7050,1,8,1338
7051,4,4,5761
7052,4,6,8851
7053,1,7,1349
7054,2,10,980
7055,3,6,4116
7056,1,5,1358
7057,2,7,3555
7058,4,3,6403
7059,3,6,4418
7060,1,8,778
7061,2,2,6055
7062,3,5,8031
7063,2,7,833
7064,3,3,13331
7065,1,6,1685
7066,2,8,2360
7067,1,9,2186
7068,1,5,1388
7069,4,8,1520
7070,2,1,1949
7071,3,4,1800
7072,3,7,7163
7073,3,4,7246
7074,2,7,648
7075,2,8,2282
7076,3,9,4038
7077,3,8,4887
7078,1,9,901
7079,3,4,2824
7080,2,4,6591
7081,4,5,4446
7082,4,7,3431
7083,1,4,3253
7084,4,1,5156
7085,3,8,1260
7086,2,7,686
7087,1,9,1070
7088,2,10,2607
7089,4,7,3325
7090,4,9,4950
7091,4,7,3754
7092,3,2,4740
7093,4,9,6164
7094,4,8,1915
7095,1,4,1663
7096,3,3,800
7097,2,8,1037
7098,1,6,997
7099,1,7,1664
7100,1,2,5521
7101,1,3,563
7102,4,1,41252
7103,4,10,2045
7104,3,1,22302
7105,4,3,21878
7106,2,10,2256
7107,2,8,2757
7108,4,3,5012
7109,3,5,1914
7110,2,5,569
7111,2,10,1979
7112,2,5,582
7113,3,9,576
7114,1,2,1788
7115,4,7,2620
7116,3,7,4761
7117,2,1,18180
7118,3,4,8682
7119,2,9,3519
7120,2,9,454
7121,2,2,11496
7122,1,8,1111
7123,3,10,2319
7124,1,6,3239
7125,3,4,2755
7126,3,6,5194
7127,2,7,405
7128,4,6,16556
7129,1,4,3514
7130,1,6,1002
7131,4,1,50063
7132,2,7,1934
7133,4,9,579
7134,4,4,2966
7135,3,2,1524
7136,3,8,746
7137,3,1,1213
7138,4,7,584
7139,3,7,1717
7140,2,9,1330
7141,2,4,3809
7142,1,1,9974
7143,1,3,1183
7144,4,6,8382
7145,4,9,7537
7146,4,3,22744
7147,1,5,1130
7148,4,10,4850
7149,4,2,9854
7150,1,5,501
7151,4,10,609
7152,3,10,3728
7153,1,1,11225
7154,1,1,11232
7155,4,10,5882
7156,2,8,396
7157,1,1,1071
7158,1,4,2406
7159,4,7,6183
7160,3,2,15409
7161,2,9,210
7162,1,1,153
7163,2,5,1204
7164,2,9,829
7165,3,7,4461
7166,2,4,3286
7167,4,7,1672
7168,3,10,2375
7169,3,9,2688
7170,3,5,989
7171,3,6,348
7172,1,7,1887
7173,2,2,193
7174,4,3,2575
7175,4,7,11339
7176,4,4,5987
7177,1,6,519
7178,4,6,10883
7179,2,10,721
7180,4,8,2966
7181,4,6,10821
7182,4,2,11437
7183,1,3,2241
7184,2,6,1166
7185,1,9,1827
7186,1,6,230
7187,2,4,665
7188,4,7,3823
7189,2,4,1315
7190,3,8,1217
7191,3,8,4550
7192,2,3,11592
7193,3,8,867
7194,4,10,490
7195,4,10,2064
7196,4,5,9130
7197,1,8,437
7198,2,1,19903
7199,4,10,258
7200,2,7,3118
7201,1,3,523
7202,3,10,3640
7203,2,8,342
7204,4,2,17511
7205,3,7,5296
7206,3,9,3425
7207,3,5,2669
7208,4,4,1120
7209,1,10,698
7210,4,2,8164
7211,2,7,2619
7212,3,10,223
7213,3,3,13274
7214,3,8,3792
7215,1,1,4597
7216,2,5,6228
7217,4,9,656
7218,2,4,4870
7219,1,10,412
7220,2,9,459
7221,3,5,9529
7222,1,3,5020
7223,1,4,6362
7224,4,10,2100
7225,4,10,5283
7226,2,10,818
7227,1,4,3553
7228,4,10,3627
7229,3,8,702
7230,2,8,1093
7231,4,10,4169
7232,4,4,23391
7233,3,6,3515
7234,1,5,3708
7235,2,2,2415
7236,3,7,4104
7237,2,2,6259
7238,3,1,26001
7239,3,3,13239
7240,1,9,969
7241,2,5,3807
7242,3,10,3686
7243,3,5,2533
7244,2,3,2237
7245,1,1,5753
7246,2,3,2397
7247,1,9,3035
7248,1,8,1709
